"package","version","hash","analysis"
ng-ui-library,1.0.942,157d492213dc74d3ed7a9d3cdfbfbd23,benign
ng-ui-library,1.0.986,b50c039062680563fbb4bb9e890a3b32,benign
ng-ui-library,1.0.908,28bdca8666f7afd97f213a97791d7450,benign
ng-ui-library,1.0.997,deb23d1c8da0ca5e041d69eb53458db2,benign
ng-ui-library,1.0.985,1a50860fe51e5c268fe50777980e5e01,benign
ng-ui-library,1.0.931,da0e16de219244ec719136f33eb82e8d,benign
ng-ui-library,1.1.6,55d8705f321e20cd9004961b986525ef,benign
ng-ui-library,1.1.32,5f627b8e67c0f8c064026cc03c228d8d,benign
ng-ui-library,1.0.912,0669c51788cf3b5fe178408cb8ebf8e9,benign
ng-ui-library,1.1.15,125c063561586d429b04994cbb921e31,benign
ng-ui-library,1.0.945,dd50e0a78c717164748b1d8a0ceffac7,benign
ng-ui-library,1.1.42,3265cae3f35b05d08c7624b1b33e75ce,benign
@lerna@create,8.1.9,273078ac637741fb5b6f30d3416cbe00,benign
@rsdoctor@types,0.4.11,5e059013bf6a3884a1ff82786a4dd038,benign
@pnpm@package-bins,1000.0.0,b2415e69861947dd293cd94f4651c737,benign
react-shallow-renderer,16.15.0,4165efa7bd0f67db97df3ba5b5ca2108,benign
angular-bmap,0.0.7,0055d470fbc654bad21bb0cafede3b0c,benign
angular-bmap,0.0.1,f318ec81276888c82f1862f88a88a14f,benign
angular-bmap,0.0.5,57a91618c4174169357ae24efc8aa547,benign
angular-bmap,0.0.2,f318ec81276888c82f1862f88a88a14f,benign
angular-bmap,0.0.8,0055d470fbc654bad21bb0cafede3b0c,benign
angular-bmap,0.0.3,18adb7da3807e71f63b7ad3f73fc8acf,benign
angular-bmap,0.0.4,18adb7da3807e71f63b7ad3f73fc8acf,benign
angular-bmap,0.0.6,dfa5d3f6d50b05a16cba873490f10daf,benign
@aws-sdk@middleware-ssec,3.709.0,a772f770f8671d74873febde287b4d8e,benign
bmap,1.0.1,db847198108b37d5dfe19e939c08ea09,benign
bmap,1.0.0,6f63c61857c006ec3ade9f1047a5c0cc,benign
@types@get-package-type,0.1.0,c680ee34dad3ab0aef4d5369224629a3,benign
@jest@types,29.6.3,bc6a8493bf03bfd49c848f5df6290d07,benign
@expo@image-utils,0.6.3,11459250593c5e3054acf13748e6c9b0,benign
@prisma@prisma-fmt-wasm,4.17.0-16.27eb2449f178cd9fe1a4b892d732cc4795f75085,59f250dcedbf008b0defb186de1cc530,benign
@firebase@app-check-compat,0.3.17,e582e8da6934ad9ef2b81de48ca149fe,benign
validate-npm-package-license,3.0.4,900c2397bea1023bfbde35a9b79b644f,benign
@theia@application-package,1.56.0,4458f29ed956dcbba272fb0d5956d8ae,benign
leaflet-gpx,1.5.1,27851368dcd145df1eedef747d8063cb,benign
leaflet-gpx,2.1.1,05cd64d4897bf3399863b19ddba3076a,benign
leaflet-gpx,1.6.0,a43503b1e89824eb451d2d88ce2926f6,benign
leaflet-gpx,1.4.0,51025fd7abf5d7b0e671e96617d8ac09,benign
leaflet-gpx,1.5.2,770b2b04b07d260c7da1765391f9c9d7,benign
leaflet-gpx,1.0.0,47db172ba79770eab78e027a1ba39528,benign
readme-cache-webpack-plugin,0.0.3,6bec12ba8fbcd84e6a239a71c6a76514,benign
readme-cache-webpack-plugin,0.0.4,add32a844b05384f69043621d6ca7535,benign
nypm,0.4.1,d6b60b372a2faebf9981ce48795d95ad,benign
dateformat,5.0.3,abdb1d98817c56095460fbf7a37d1341,benign
@progress@kendo-angular-buttons,17.1.1,6368f2f872168575893469161ad81e72,benign
@snx-flash-tool@contracts,1.0.6,aff48d9e72cd3c7aa33eb6ca3013ef67,benign
@snx-flash-tool@contracts,1.0.7,4363a1da8ddbf62e02294996e82f5c80,benign
@snx-flash-tool@contracts,1.0.5,4e09625eeaff00cb0cb5564d014a1bad,benign
@snx-flash-tool@contracts,1.0.8,5a5b23ad6fa3a20a272abc5bac28aba7,benign
@snx-flash-tool@contracts,1.0.4,4e09625eeaff00cb0cb5564d014a1bad,benign
@snx-flash-tool@contracts,1.0.2,ddf50199ae68f4eee0a45dbf5f491dca,benign
@snx-flash-tool@contracts,1.0.1,e6e6ee9635fe7c1dfb907969626a1793,benign
@snx-flash-tool@contracts,1.0.3,2506c0a5cf3ab3322b88f2d5092a560e,benign
@graphql-tools@relay-operation-optimizer,7.0.8,0fed76f87f8ea3888f1b9bbec8ed2330,benign
@smithy@querystring-parser,3.0.11,f10a68a4cd103ccdca80e0c0a1ab47fc,benign
@semantic-release@npm,12.0.1,0cb37276574c38bb6f18ed9e6ac28da2,benign
@smithy@middleware-serde,3.0.11,12d7540d85febddba170a7b4beab9b20,benign
@cubejs-backend@cloud,1.1.10,2936888c14bab80cb43194f6da19c632,benign
